id,city,lat,lng,country,iso2,capital
506,Apolda,51.0247,11.5139,Germany,DE,minor
507,Heide,54.1961,9.0933,Germany,DE,minor
508,Osterode,51.7286,10.2522,Germany,DE,minor
509,Kitzingen,49.7333,10.1667,Germany,DE,minor
510,Sonthofen,47.5142,10.2817,Germany,DE,minor
511,Sondershausen,51.3667,10.8667,Germany,DE,minor
512,Aichach,48.45,11.1333,Germany,DE,minor
513,Germersheim,49.2167,8.3667,Germany,DE,minor
514,Günzburg,48.4525,10.2711,Germany,DE,minor
515,Luckenwalde,52.0831,13.1667,Germany,DE,minor
516,Traunstein,47.8683,12.6433,Germany,DE,minor
517,Mühldorf,48.2456,12.5228,Germany,DE,minor
518,Wittmund,53.5747,7.7808,Germany,DE,minor
519,Bad Salzungen,50.8117,10.2333,Germany,DE,minor
520,Lichtenfels,50.1333,11.0333,Germany,DE,minor
521,Greiz,50.6547,12.1997,Germany,DE,minor
522,Donauwörth,48.7184,10.777,Germany,DE,minor
523,Torgau,51.5603,13.0056,Germany,DE,minor
524,Holzminden,51.8297,9.4483,Germany,DE,minor
525,Dingolfing,48.6333,12.5,Germany,DE,minor
526,Annaberg-Buchholz,50.58,13.0022,Germany,DE,minor
527,Eschwege,51.1881,10.0528,Germany,DE,minor
528,Haldensleben,52.2833,11.4167,Germany,DE,minor
529,Sömmerda,51.1617,11.1169,Germany,DE,minor
530,Prenzlau,53.3167,13.8667,Germany,DE,minor
531,Wittlich,49.9869,6.8897,Germany,DE,minor
532,Dillingen,48.5667,10.4667,Germany,DE,minor
533,Bad Tölz,47.7603,11.5567,Germany,DE,minor
534,Marktoberdorf,47.7667,10.6167,Germany,DE,minor
535,Alzey,49.7517,8.1161,Germany,DE,minor
536,Bad Dürkheim,49.4618,8.1724,Germany,DE,minor
537,Weißenburg,49.0306,10.9719,Germany,DE,minor
538,Bad Reichenhall,47.7247,12.8769,Germany,DE,minor
539,Forst (Lausitz),51.7333,14.6333,Germany,DE,minor
540,Parchim,53.4167,11.8333,Germany,DE,minor
541,Sigmaringen,48.0867,9.2164,Germany,DE,minor
542,Bad Segeberg,53.9356,10.3089,Germany,DE,minor
543,Heilbad Heiligenstadt,51.3775,10.1344,Germany,DE,minor
544,Eutin,54.1378,10.6181,Germany,DE,minor
545,Cham,49.2183,12.6658,Germany,DE,minor
546,Diepholz,52.6072,8.3711,Germany,DE,minor
547,Kronach,50.2411,11.3281,Germany,DE,minor
548,Kelheim,48.9167,11.8667,Germany,DE,minor
549,Bad Neustadt,50.3219,10.2161,Germany,DE,minor
550,Künzelsau,49.2833,9.6833,Germany,DE,minor
551,Mindelheim,48.0333,10.4667,Germany,DE,minor
552,Brake,53.3333,8.4833,Germany,DE,minor
553,Bitburg,49.9747,6.5256,Germany,DE,minor
554,Ratzeburg,53.7017,10.7567,Germany,DE,minor
555,Jever,53.5744,7.9008,Germany,DE,minor
556,Lübben (Spreewald),51.95,13.9,Germany,DE,minor
557,Montabaur,50.4375,7.8258,Germany,DE,minor
558,Erbach,49.6569,8.9931,Germany,DE,minor
559,Lauterbach,50.6378,9.3944,Germany,DE,minor
560,Haßfurt,50.0353,10.5123,Germany,DE,minor
561,Eichstätt,48.8919,11.1839,Germany,DE,minor
562,Tauberbischofsheim,49.6225,9.6628,Germany,DE,minor
563,Neustadt,49.58,10.6089,Germany,DE,minor
564,Pfarrkirchen,48.4419,12.9443,Germany,DE,minor
565,Ebersberg,48.0833,11.9667,Germany,DE,minor
566,Perleberg,53.0667,11.8667,Germany,DE,minor
567,Bad Fallingbostel,52.8675,9.6967,Germany,DE,minor
568,Hildburghausen,50.4261,10.7289,Germany,DE,minor
569,Miesbach,47.789,11.8338,Germany,DE,minor
570,Bad Schwalbach,50.1401,8.0694,Germany,DE,minor
571,Regen,48.97,13.1264,Germany,DE,minor
572,Eisenberg,50.9667,11.9,Germany,DE,minor
573,Altötting,48.2264,12.6759,Germany,DE,minor
574,Bad Ems,50.3381,7.7106,Germany,DE,minor
575,Lüchow,52.9667,11.15,Germany,DE,minor
576,Miltenberg,49.7039,9.2644,Germany,DE,minor
577,Wunsiedel,50.0374,11.9994,Germany,DE,minor
578,Herzberg,51.6831,13.2331,Germany,DE,minor
579,Plön,54.1622,10.4214,Germany,DE,minor
580,Schleiz,50.5833,11.8167,Germany,DE,minor
581,Tirschenreuth,49.8789,12.3369,Germany,DE,minor
582,Beeskow,52.1667,14.25,Germany,DE,minor
583,Daun,50.1986,6.8319,Germany,DE,minor
584,Simmern,49.9833,7.5167,Germany,DE,minor
585,Kirchheimbolanden,49.6664,8.0117,Germany,DE,minor
586,Freyung,48.8075,13.5475,Germany,DE,minor
587,Birkenfeld,49.65,7.1833,Germany,DE,minor
588,Altenkirchen,50.6872,7.6456,Germany,DE,minor
589,Neustadt,49.7306,12.1706,Germany,DE,minor
590,Seelow,52.5167,14.3831,Germany,DE,minor
591,Kusel,49.5347,7.3981,Germany,DE,minor
592,Cochem,50.1469,7.1667,Germany,DE,minor
593,Offenbach,50.1006,8.7665,Germany,DE,minor
594,Frankenthal,49.5436,8.3639,Germany,DE,minor
595,Weiden,49.6768,12.1561,Germany,DE,minor
596,Nienburg,52.6461,9.2208,Germany,DE,minor
597,Verden,52.9234,9.2349,Germany,DE,minor
598,Köthen,51.7518,11.9709,Germany,DE,minor
599,Rotenburg,53.1113,9.4108,Germany,DE,minor
600,Karlstadt,49.9603,9.7724,Germany,DE,minor
601,Neustadt,49.5656,8.8437,Germany,DE,minor
602,Homberg,51.0299,9.4026,Germany,DE,minor
603,Garmisch-Partenkirchen,47.4921,11.0958,Germany,DE,minor
